RefSeq,JOA1,JOA2,JOA3,JOA4,JOA5,JOB1,JOB2,JOB3,JOB4,JOB5
NM_183375.2,0,0,0,0,0,0,0,0,0,0
NM_183376.1,0,5,2,3,2,2,2,3,2,2
NM_183377.1,0,0,0,0,0,0,0,0,0,0
NM_183378.2,0,0,0,0,0,0,0,0,0,0
NM_183380.2,10,10,30,23,13,18,74,74,51,68
NM_183381.2,0,0,0,0,0,0,0,4,1,2
NM_183383.2,0,0,1,0,0,0,0,0,3,4
NM_183384.2,4,2,13,6,9,1,3,18,15,13
NM_183386.1,0,0,0,0,0,0,0,0,0,0
NM_183387.1,1,1,0,0,1,1,6,0,2,2
NM_183393.1,0,0,0,0,1,0,0,1,0,1
NM_183394.1,0,0,0,0,0,0,0,0,0,1
NM_183395.1,1,1,0,0,0,0,0,0,0,0
NM_183397.2,16,37,15,12,4,2,11,4,5,3
NM_183398.1,0,0,0,0,0,0,0,0,0,0
NM_183399.1,2,0,4,8,5,1,9,11,8,5
NM_183400.1,0,0,1,0,0,0,0,0,0,0
NM_183401.1,0,0,0,0,0,0,0,0,0,0
NM_183404.1,0,0,0,2,0,0,0,0,0,2
NM_183412.2,0,0,0,0,0,0,0,0,0,0
NM_183413.2,0,0,0,0,0,0,0,1,1,0
NM_183415.1,0,1,0,0,0,0,1,0,0,0
NM_183416.2,1,1,6,3,0,3,2,0,1,0
NM_183419.1,2,8,10,13,13,0,4,11,7,3
NM_183420.1,1,0,0,0,0,0,0,0,0,0
NM_183421.1,0,0,0,0,0,0,0,1,1,0
NM_183422.1,2,2,5,0,0,7,5,4,4,4
NM_183425.1,1,2,16,7,7,0,3,5,2,1
NM_184041.1,3,6,41,22,12,0,0,8,9,9
NM_184043.1,72,140,385,324,205,8,46,149,91,86
NM_184085.1,0,0,0,0,0,0,0,0,0,0
NM_184086.1,0,0,0,0,0,0,0,0,0,0
NM_184087.1,0,0,0,0,0,0,0,0,0,0
NM_184231.1,0,4,4,4,3,0,3,7,7,9
NM_184234.1,0,5,1,2,1,0,0,3,0,4
NM_187841.1,0,0,0,0,0,0,0,0,0,0
NM_194071.2,5,11,20,10,6,4,2,1,1,5
NM_194247.2,15,34,109,103,71,6,30,44,36,33
NM_194248.1,0,0,0,0,0,0,0,0,0,0
NM_194249.1,0,0,2,0,2,0,0,2,1,0
NM_194250.1,0,0,0,0,1,0,1,2,0,1
NM_194251.2,0,0,0,0,0,0,0,0,0,0
NM_194252.2,0,0,6,0,1,0,3,3,0,0
NM_194255.1,0,3,6,5,3,0,2,0,0,0
NM_194259.1,4,9,23,29,13,0,0,3,5,10
NM_194260.1,0,0,0,0,0,0,0,0,0,0
NM_194261.1,0,0,0,0,0,0,0,0,0,0
NM_194271.1,0,0,0,0,0,0,0,0,0,0
NM_194272.1,0,2,2,2,4,0,0,0,0,0
NM_194277.1,0,0,0,0,0,0,0,0,0,0
NM_194278.3,5,11,15,10,4,5,5,8,7,1
NM_194279.1,0,0,7,3,2,0,1,2,2,1
NM_194280.3,0,0,0,0,0,0,0,0,0,0
NM_194281.3,0,1,2,4,1,0,0,1,1,0
NM_194282.1,0,5,6,10,3,1,1,1,3,7
NM_194283.3,9,10,20,16,13,2,9,6,4,3
NM_194284.2,0,0,0,0,0,0,0,0,0,0
NM_194285.2,11,8,12,6,6,0,4,4,2,4
NM_194286.2,1,1,0,0,1,2,8,26,21,12
NM_194291.2,0,2,7,6,2,0,3,7,7,4
NM_194292.1,1,1,11,6,7,1,1,4,1,3
NM_194293.2,0,0,0,0,0,0,0,0,0,0
NM_194294.2,0,0,0,0,0,0,0,0,0,0
NM_194298.1,1,0,2,4,0,0,0,3,1,3
NM_194300.1,0,0,0,0,0,0,0,0,0,0
NM_194301.2,0,0,1,0,0,0,0,0,1,0
NM_194302.2,0,0,0,0,0,0,0,0,0,0
NM_194312.1,0,0,0,1,0,0,0,0,0,0
NM_194313.1,0,1,0,2,1,1,0,1,0,0
NM_194314.2,4,3,3,4,2,2,9,11,7,5
NM_194315.1,0,0,2,0,1,0,0,0,0,0
NM_194317.2,0,0,0,2,0,0,1,1,2,1
NM_194318.2,0,0,0,3,4,0,0,1,0,1
NM_194320.2,0,0,0,1,1,1,0,0,1,0
NM_194322.1,0,0,0,0,0,0,0,0,0,0
NM_194323.1,0,0,0,0,0,0,0,0,0,0
NM_194325.2,0,1,0,0,0,0,0,0,0,0
NM_194326.2,0,1,8,1,1,0,0,4,1,5
NM_194328.2,0,0,0,0,0,0,0,0,0,0
NM_194329.2,0,0,0,0,0,0,0,0,0,0
NM_194330.2,0,0,0,0,0,0,0,0,0,0
NM_194332.2,0,0,0,0,0,0,0,0,1,0
NM_194356.1,3,14,7,10,11,5,7,2,5,4
NM_194358.1,0,0,0,0,0,0,0,0,0,0
NM_194359.1,0,1,5,4,2,2,3,8,5,11
NM_194429.1,0,0,1,1,0,0,0,0,0,0
NM_194431.1,1,2,6,3,4,0,0,2,0,0
NM_194434.2,1,0,1,2,1,0,4,1,2,2
NM_194435.1,0,0,0,0,0,0,0,2,2,1
NM_194436.1,0,2,0,0,1,0,0,0,1,0
NM_194439.1,0,0,3,0,1,0,0,0,0,1
NM_194442.1,8,10,37,35,22,3,0,3,2,3
NM_194447.2,0,1,0,0,0,0,0,0,0,0
NM_194448.2,0,0,0,0,0,0,0,0,0,0
NM_194449.1,0,2,5,4,1,1,8,13,16,11
NM_194450.2,0,0,0,0,0,0,0,0,0,0
NM_194451.1,0,0,0,0,0,0,0,0,0,0
NM_194452.1,0,0,0,0,0,0,0,0,0,1
NM_194453.1,0,0,0,0,0,0,0,0,0,0
NM_194454.1,4,4,12,9,2,1,4,4,5,5
NM_194455.1,0,0,0,0,0,0,0,0,0,0
NM_194456.1,0,0,0,1,2,0,0,0,0,0
NM_194457.1,2,2,7,4,6,0,1,2,1,3
NM_194458.1,0,0,0,0,0,0,0,0,0,0
NM_194460.1,2,6,9,11,5,1,2,7,1,3
NM_194463.1,0,0,0,0,0,0,0,0,0,0
NM_197939.1,1,1,2,1,2,0,1,0,0,2
NM_197941.2,0,3,0,3,0,0,0,0,0,0
NM_197947.2,0,0,0,0,0,0,0,0,0,0
NM_197948.2,1,5,2,2,4,0,3,2,0,1
NM_197949.2,0,0,0,0,0,0,0,0,0,0
NM_197950.2,0,0,0,0,0,0,0,0,0,0
NM_197954.2,0,0,0,0,0,0,0,0,0,0
NM_197955.1,0,0,0,0,0,0,0,0,0,0
NM_197956.2,10,10,1,7,2,4,9,7,1,1
NM_197957.2,0,0,0,0,0,0,0,0,0,0
NM_197958.1,0,0,0,1,0,0,0,0,0,0
NM_197960.2,0,0,0,0,0,0,0,0,0,0
NM_197961.2,0,0,0,1,0,0,0,0,0,0
NM_197962.1,0,0,1,0,0,0,0,0,0,0
NM_197964.2,2,12,8,6,3,6,6,9,4,5
NM_197965.1,0,0,0,0,0,0,0,0,0,0
NM_197966.1,0,2,7,6,1,0,6,6,6,9
NM_197967.1,0,0,0,0,0,0,0,0,0,0
NM_197968.1,5,14,11,14,1,1,11,11,8,10
NM_197970.1,0,0,0,0,0,0,0,0,0,0
NM_197972.1,0,0,1,1,0,0,0,0,0,0
NM_197974.1,2,0,4,0,1,0,1,0,0,0
NM_197975.1,0,0,0,0,0,0,0,0,0,0
NM_197977.1,0,0,0,0,0,0,0,0,0,0
NM_197978.1,0,0,0,1,0,0,0,0,0,0
NM_198038.1,0,1,0,5,3,0,2,5,4,8
NM_198040.2,0,0,0,0,0,0,0,0,1,2
NM_198041.1,0,0,0,1,0,0,0,1,0,2
NM_198042.2,1,1,3,1,2,0,3,9,2,3
NM_198043.1,0,0,0,0,0,0,0,0,0,0
NM_198044.1,0,0,0,0,0,0,0,0,0,0
NM_198045.1,1,1,1,2,1,0,1,1,0,2
NM_198046.1,0,0,0,0,0,0,0,0,0,0
NM_198047.1,2,0,15,2,0,0,0,1,2,2
NM_198053.1,0,0,0,0,0,0,0,0,0,0
NM_198055.1,1,0,3,10,3,2,3,5,2,1
NM_198056.2,0,0,0,0,0,0,0,0,0,0
NM_198057.2,0,2,7,4,1,2,3,18,19,17
NM_198058.1,0,0,0,0,0,0,0,0,0,0
NM_198060.2,0,0,0,0,0,0,0,0,0,0
NM_198061.1,0,0,0,0,0,0,0,0,0,0
NM_198066.2,6,14,15,12,5,1,4,6,2,4
NM_198074.3,0,0,0,0,0,0,0,0,0,0
NM_198075.2,0,2,0,0,0,0,2,1,0,0
NM_198076.4,7,9,14,18,11,0,5,17,8,9
NM_198077.2,2,0,2,10,2,1,2,5,4,2
NM_198080.2,0,2,5,2,2,0,1,5,3,5
NM_198081.2,0,0,0,0,0,0,0,0,0,0
NM_198082.2,0,0,6,3,1,1,0,2,2,1
NM_198083.2,0,0,3,2,0,0,0,2,1,0
NM_198085.1,0,0,0,0,0,0,0,0,0,0
NM_198086.1,0,0,0,0,0,0,0,0,0,0
NM_198087.1,0,0,0,0,0,0,0,0,0,0
NM_198088.1,0,0,7,2,6,0,0,2,0,1
NM_198089.1,0,0,0,0,0,0,0,0,0,0
NM_198097.2,0,3,3,3,3,2,4,1,0,2
NM_198098.1,1,2,0,1,0,2,5,33,17,14
NM_198120.1,3,5,4,4,3,0,2,6,3,1
NM_198123.1,0,0,0,0,0,0,0,0,0,0
NM_198124.1,0,0,0,0,0,0,0,0,0,0
NM_198125.1,0,0,0,0,0,0,0,0,0,0
NM_198128.1,0,0,0,0,0,0,0,0,0,0
NM_198129.1,0,2,0,1,1,0,1,1,0,0
NM_198137.1,0,0,0,0,0,0,0,0,0,0
NM_198139.1,0,0,0,0,0,0,0,0,0,0
NM_198141.2,0,0,1,1,0,0,0,0,1,2
NM_198147.1,1,0,2,1,2,0,0,0,0,0
NM_198148.1,0,0,0,0,0,0,0,1,0,1
NM_198149.1,0,2,4,0,0,0,6,11,6,7
NM_198150.2,4,7,1,3,0,0,2,3,1,2
NM_198151.1,0,0,0,0,0,0,0,0,0,0
NM_198152.2,3,8,2,1,2,1,3,1,1,2
NM_198153.1,0,1,0,0,0,0,0,0,0,0
NM_198154.1,0,0,0,0,0,0,0,0,0,0
NM_198155.2,3,2,15,9,5,1,1,10,7,2
NM_198156.1,3,7,6,8,5,0,3,2,2,3
NM_198157.1,14,2,21,23,14,1,5,15,12,14
NM_198158.1,0,0,0,1,1,0,0,0,0,0
NM_198159.1,0,0,0,0,0,0,0,0,0,0
NM_198173.1,0,0,0,0,0,0,0,0,0,0
NM_198174.1,0,0,0,0,0,0,0,0,0,0
NM_198175.1,0,1,0,1,0,0,0,0,0,0
NM_198177.1,4,10,19,12,8,0,1,1,0,0
NM_198178.1,0,0,0,0,0,0,0,0,0,0
NM_198179.1,0,0,0,0,0,0,0,0,0,0
NM_198180.1,0,0,0,0,0,0,0,0,0,0
NM_198181.1,0,2,3,1,1,0,0,1,0,0
NM_198182.1,0,0,0,0,0,0,0,0,0,0
NM_198183.1,0,0,0,0,0,0,0,0,0,0
NM_198184.1,0,0,0,0,0,0,0,0,0,0
NM_198185.2,0,0,0,0,0,0,0,0,0,0
NM_198186.2,1,0,0,1,0,0,5,6,1,5
NM_198187.2,0,0,0,0,0,0,0,0,0,0
NM_198188.1,0,1,0,0,0,0,0,0,0,0
NM_198189.2,1,7,13,14,7,0,0,8,8,6
NM_198194.1,0,0,1,2,0,0,0,1,0,2
NM_198195.1,0,4,11,4,6,0,4,12,7,4
NM_198196.2,10,16,3,2,6,0,1,4,1,2
NM_198197.1,0,1,1,0,0,0,0,0,0,0
NM_198202.1,0,1,4,1,1,0,0,0,1,0
NM_198204.1,0,4,1,0,1,0,0,0,0,0
NM_198205.1,1,2,5,2,4,0,2,3,3,1
NM_198207.2,0,0,1,1,1,0,1,3,3,1
NM_198212.1,0,0,0,0,0,0,0,0,0,0
NM_198213.1,1,0,0,0,0,0,1,1,0,0
NM_198215.2,0,0,0,0,0,0,1,2,2,1
NM_198216.1,0,5,9,6,4,0,0,0,0,0
NM_198217.1,0,0,0,0,0,0,0,0,0,0
NM_198218.1,0,0,0,0,0,0,0,0,0,0
NM_198219.1,0,0,8,4,3,0,1,1,2,2
NM_198220.1,1,6,13,19,7,1,1,4,3,3
NM_198225.1,1,0,5,6,4,1,0,1,0,0
NM_198227.1,0,0,0,1,0,0,0,0,1,1
NM_198229.2,0,0,0,0,0,0,0,0,0,0
NM_198232.1,0,0,0,0,0,0,1,2,1,0
NM_198234.1,0,0,1,0,1,0,7,9,5,8
NM_198235.1,0,0,0,0,0,0,0,0,0,0
NM_198236.1,0,0,0,0,0,0,0,0,0,0
NM_198239.1,0,1,0,0,0,0,0,0,0,0
NM_198240.1,0,0,0,0,0,0,0,0,2,0
NM_198241.1,0,0,0,0,0,0,1,0,0,0
NM_198242.1,0,1,1,0,0,0,0,2,0,0
NM_198243.1,0,0,0,0,0,0,1,1,1,0
NM_198244.1,0,0,0,0,0,0,0,0,0,0
NM_198252.2,4,7,22,25,13,21,15,41,18,23
NM_198253.2,0,0,0,1,0,0,0,0,0,0
NM_198255.2,0,0,0,0,0,0,0,0,0,0
NM_198256.2,4,1,4,3,3,1,1,2,1,2
NM_198261.2,0,0,0,0,0,0,0,0,0,0
NM_198262.2,0,7,28,10,12,3,3,11,13,8
NM_198264.1,1,2,9,8,4,0,1,8,4,5
NM_198265.1,0,0,0,0,0,0,0,0,0,0
NM_198267.1,0,0,2,0,0,0,0,0,0,0
NM_198268.1,0,0,0,0,0,0,0,0,0,2
NM_198269.1,7,3,11,14,11,4,7,28,18,14
NM_198270.2,0,0,1,1,1,0,2,3,2,3
NM_198271.2,2,6,0,0,0,0,1,1,0,0
NM_198273.1,1,0,8,9,5,0,0,10,4,3
NM_198274.2,0,0,0,0,0,0,0,0,0,1
NM_198275.1,0,0,0,0,0,0,0,0,0,0
NM_198276.1,0,4,1,1,0,0,0,1,2,2
NM_198277.1,0,1,4,1,3,2,0,0,0,0
NM_198279.2,0,0,1,1,1,0,5,3,1,1
NM_198281.2,2,0,2,1,0,2,4,2,2,8
NM_198282.1,0,0,2,2,0,0,0,0,0,1
NM_198283.1,0,0,0,0,0,0,0,1,0,0
NM_198285.1,0,0,0,1,0,0,1,1,0,0
NM_198289.1,0,0,0,0,0,0,0,0,0,0
NM_198291.1,1,4,3,7,4,0,3,5,4,5
NM_198309.2,2,0,0,0,3,0,0,0,1,0
NM_198310.2,0,1,5,3,2,0,3,3,0,3
NM_198315.2,0,6,5,10,4,0,0,1,1,0
NM_198316.1,0,0,0,0,0,0,0,0,0,0
NM_198317.1,0,0,5,7,4,0,0,0,0,0
NM_198318.2,1,4,3,10,0,0,0,2,0,0
NM_198319.2,2,3,35,18,9,1,0,8,5,4
NM_198320.2,0,0,0,0,0,0,0,0,0,0
NM_198321.2,1,2,0,1,1,0,0,1,0,0
NM_198324.1,8,18,37,43,22,0,11,21,17,19
NM_198329.1,2,2,7,7,4,1,2,8,10,3
NM_198333.1,0,0,0,0,0,0,0,0,0,0
NM_198334.1,19,38,64,80,43,2,9,14,12,14
NM_198335.2,1,0,1,0,0,0,0,0,0,0
NM_198336.1,11,20,52,31,18,0,5,26,13,17
NM_198337.1,0,0,0,0,0,0,0,0,0,0
NM_198353.1,0,0,0,0,0,0,3,5,7,4
NM_198376.1,0,0,0,0,0,0,0,0,0,0
NM_198377.1,0,0,0,0,0,0,0,0,0,0
NM_198378.1,0,0,0,0,0,0,0,0,0,0
NM_198379.1,0,0,0,0,0,0,0,0,0,0
NM_198380.1,0,0,0,0,0,0,1,0,0,0
NM_198381.1,1,0,0,0,0,0,0,0,0,0
NM_198382.1,0,0,0,0,0,0,0,0,0,0
NM_198383.1,0,0,0,0,0,0,0,0,0,0
NM_198384.1,0,1,0,1,0,0,3,8,3,3
NM_198385.1,0,0,0,0,0,0,0,0,0,0
NM_198386.1,0,0,0,0,0,0,0,0,0,0
NM_198387.1,0,0,0,0,0,0,0,0,0,0
NM_198388.1,0,0,0,0,0,0,0,0,0,1
NM_198389.2,0,1,2,0,1,0,0,0,0,0
NM_198390.1,0,0,0,0,1,0,0,0,2,0
NM_198391.1,0,2,3,0,1,2,5,3,5,3
NM_198392.1,0,0,0,0,0,0,0,0,0,0
NM_198393.2,0,0,0,0,0,0,0,0,0,0
NM_198395.1,0,0,2,0,0,0,0,0,0,0
NM_198396.1,0,0,0,0,0,0,0,1,1,0
NM_198397.1,0,0,0,0,0,0,0,0,0,0
NM_198398.1,0,0,0,0,0,0,0,2,0,1
NM_198399.1,0,1,0,0,0,0,2,6,7,10
NM_198400.2,0,0,1,0,0,0,0,0,0,0
NM_198401.2,1,1,3,7,6,0,4,25,14,13
NM_198402.2,6,14,16,18,9,4,19,12,15,11
NM_198403.2,0,0,0,0,0,0,0,1,1,1
NM_198404.2,0,0,0,0,0,0,1,3,2,2
NM_198406.1,0,0,2,0,0,0,2,7,6,9
NM_198407.1,0,0,0,0,0,0,0,0,0,0
NM_198426.1,0,0,1,2,1,0,0,0,1,1
NM_198427.1,0,0,0,0,0,0,6,2,2,1
NM_198428.2,0,0,0,1,0,0,1,0,1,0
NM_198433.1,0,1,2,2,0,0,0,0,0,0
NM_198434.1,0,0,0,1,0,0,0,0,0,0
NM_198435.1,2,8,17,19,6,0,1,0,0,0
NM_198436.1,0,0,0,0,0,0,0,0,0,0
NM_198437.1,0,0,0,1,0,0,0,0,0,0
NM_198439.1,0,0,1,1,1,0,2,1,3,1
NM_198440.2,1,0,3,5,3,0,0,0,2,0
NM_198441.1,0,0,0,0,0,0,0,0,0,0
NM_198443.1,0,0,0,0,0,0,0,1,1,0
NM_198445.2,5,6,2,2,1,1,3,1,1,2
NM_198446.1,1,4,6,8,3,0,1,21,8,7
NM_198447.1,0,0,1,0,0,0,0,0,2,2
NM_198448.2,0,0,0,0,0,0,0,0,0,0
NM_198449.1,0,0,9,3,1,0,0,1,0,0
NM_198450.3,3,1,3,0,2,1,2,1,3,0
NM_198451.1,0,1,0,0,0,0,0,0,0,0
NM_198455.2,0,2,0,0,0,0,1,0,0,0
NM_198457.1,0,2,0,1,0,0,2,0,0,1
NM_198458.1,1,0,0,2,2,0,0,1,0,1
NM_198459.3,0,0,0,0,0,0,0,0,0,0
NM_198460.1,0,4,0,1,1,0,0,1,0,0
NM_198461.3,0,7,2,4,1,8,17,33,27,24
NM_198462.2,0,0,0,0,0,0,0,2,0,1
NM_198463.2,0,0,1,2,0,0,0,0,0,1
NM_198464.2,0,0,0,0,0,0,0,0,0,0
NM_198465.2,0,1,0,0,0,0,0,6,2,3
NM_198467.1,2,1,1,3,2,1,4,1,4,4
NM_198468.2,10,16,14,8,6,3,6,4,3,2
NM_198469.1,0,0,0,0,0,0,0,0,0,0
NM_198471.1,0,0,0,0,0,0,0,0,0,0
NM_198472.2,0,0,1,1,3,0,0,0,0,0
NM_198474.2,0,1,0,0,1,0,1,0,0,1
NM_198476.2,3,5,3,8,3,1,2,0,1,2
NM_198477.1,1,0,0,0,0,0,0,0,0,0
NM_198478.2,0,1,0,0,0,0,1,0,0,0
NM_198479.2,0,0,0,0,0,0,0,0,0,0
NM_198480.2,7,1,0,0,1,0,2,1,2,4
NM_198481.3,0,0,0,0,0,0,0,0,0,0
NM_198482.1,0,0,0,0,0,0,0,0,0,0
NM_198483.2,0,0,0,0,0,0,0,0,0,0
NM_198484.3,0,0,0,0,0,0,0,0,0,0
NM_198485.2,0,0,0,0,0,0,0,0,0,0
NM_198486.2,6,11,15,16,6,0,6,7,2,6
NM_198488.2,0,2,3,4,2,0,0,0,0,0
NM_198489.1,0,2,4,1,3,0,0,2,1,0
NM_198490.1,3,1,7,0,1,0,0,2,1,1
NM_198491.1,2,7,0,1,2,1,1,0,0,0
NM_198492.2,0,0,0,0,0,0,0,0,0,2
NM_198493.1,0,4,0,1,0,6,0,0,0,0
NM_198494.2,0,0,2,0,0,2,0,0,0,0
NM_198496.1,0,0,0,0,0,0,0,0,0,0
NM_198498.1,0,0,0,1,0,0,0,0,0,0
NM_198501.1,0,0,0,0,0,0,0,0,0,0
NM_198503.2,1,0,0,0,0,0,3,2,2,1
NM_198504.2,0,0,0,1,0,0,0,0,0,0
NM_198505.2,0,1,0,0,0,0,0,0,0,0
NM_198506.1,0,0,0,0,0,0,0,0,0,0
NM_198507.1,1,0,1,2,1,0,0,1,7,3
NM_198508.2,0,0,0,0,0,0,0,0,0,0
NM_198510.1,0,0,0,0,0,0,0,0,0,0
NM_198511.1,0,0,1,0,1,0,2,0,0,0
NM_198512.1,0,0,0,0,0,0,0,0,0,0
NM_198513.1,0,0,3,1,1,0,4,5,6,2
NM_198514.2,1,2,1,3,1,1,2,0,1,0
NM_198515.2,1,0,1,0,0,0,0,0,0,0
NM_198516.1,0,0,1,2,0,1,3,4,4,2
NM_198517.2,1,1,2,2,0,0,0,0,0,0
NM_198520.2,0,0,0,0,0,0,0,1,0,0
NM_198521.2,0,0,0,0,0,0,0,0,0,0
NM_198524.1,0,1,2,2,1,1,0,0,0,0
NM_198525.1,2,4,2,1,0,0,0,0,0,1
NM_198526.1,0,1,1,1,1,0,0,1,0,0
NM_198527.2,0,7,3,3,3,0,0,4,1,3
NM_198529.2,0,1,0,0,0,0,0,0,1,0
NM_198530.2,4,6,20,18,12,2,2,17,10,16
NM_198531.3,4,1,0,1,1,2,4,0,5,0
NM_198532.1,1,1,0,0,0,0,2,0,0,0
NM_198533.1,0,0,0,0,0,0,0,0,0,1
NM_198534.1,0,0,0,0,0,0,0,0,0,0
NM_198535.1,0,0,0,0,1,0,1,0,0,0
NM_198536.1,1,2,8,4,7,0,3,9,4,1
NM_198537.2,0,1,2,0,1,0,1,4,1,4
NM_198538.1,0,0,0,0,0,0,0,0,0,0
NM_198539.2,0,0,0,0,0,0,0,1,0,0
NM_198540.2,0,0,2,1,0,0,0,0,0,0
NM_198541.1,0,0,0,0,0,0,0,0,0,0
NM_198542.1,1,1,3,1,0,0,1,0,0,1
NM_198544.2,0,0,0,0,0,0,0,0,0,0
NM_198545.3,0,0,0,0,0,0,0,0,0,2
NM_198546.1,0,0,0,0,0,0,0,0,0,0
NM_198549.2,9,17,10,10,9,6,18,16,15,12
NM_198551.2,0,0,0,0,0,0,0,0,0,0
NM_198552.1,0,0,1,2,1,0,0,4,0,2
NM_198555.3,0,0,0,0,0,0,0,0,0,0
NM_198557.1,1,6,2,1,0,0,0,0,1,1
NM_198559.1,0,0,0,0,1,0,0,1,0,0
NM_198560.2,0,0,0,0,0,1,3,3,1,7
NM_198562.1,4,4,4,2,1,1,2,1,0,2
NM_198563.1,0,1,0,4,1,0,0,2,0,0
NM_198564.2,0,0,0,0,0,0,0,0,0,0
NM_198565.1,5,2,3,4,4,0,0,0,0,0
NM_198566.1,2,2,3,2,2,0,0,0,0,0
NM_198567.2,0,2,5,3,3,0,2,5,3,1
NM_198568.1,0,0,0,0,0,0,1,0,0,0
NM_198569.1,0,0,0,0,0,0,0,0,0,0
NM_198570.2,0,0,0,0,0,0,1,0,1,1
NM_198571.1,2,0,1,0,1,0,0,0,0,0
NM_198572.1,0,0,0,0,0,0,0,0,0,1
NM_198573.2,0,0,0,0,0,0,2,8,6,9
NM_198576.2,7,18,22,17,10,1,3,4,5,6
NM_198578.2,0,0,1,0,0,1,1,4,2,7
NM_198580.1,2,2,7,1,1,3,4,4,3,7
NM_198581.2,6,7,7,2,4,0,11,14,12,16
NM_198582.2,3,4,2,0,0,2,3,0,0,0
NM_198584.1,0,0,2,0,1,0,0,0,1,1
NM_198585.2,1,0,0,1,0,0,0,0,0,0
NM_198586.2,0,3,1,1,0,0,1,0,1,0
NM_198589.1,4,7,4,6,1,2,1,2,2,3
NM_198590.1,25,35,84,74,68,2,7,53,39,30
NM_198591.1,0,0,2,0,0,0,0,0,2,3
NM_198593.1,0,0,3,1,0,0,0,1,3,3
NM_198594.1,0,0,0,0,0,0,0,0,0,0
NM_198595.2,2,4,11,7,3,0,4,2,5,9
NM_198596.1,0,1,1,1,1,0,0,0,0,0
NM_198597.1,1,7,14,9,13,0,5,20,3,3
NM_198679.1,9,10,12,10,5,0,10,13,5,10
NM_198681.2,0,0,0,0,0,0,0,0,0,0
NM_198682.2,1,2,4,2,3,0,2,4,7,12
NM_198686.1,1,1,5,2,3,3,13,10,9,15
NM_198687.1,0,0,0,0,0,0,0,0,0,0
NM_198688.2,0,0,0,0,0,0,0,0,0,0
NM_198689.2,0,0,0,0,0,0,0,0,0,0
NM_198690.1,0,0,0,0,0,0,0,0,0,0
NM_198691.2,0,0,0,0,0,0,0,0,0,0
NM_198692.1,0,0,0,0,0,0,0,0,0,0
NM_198693.2,0,0,0,0,0,0,0,0,0,0
NM_198694.2,0,0,0,0,0,0,0,0,0,0
NM_198695.1,0,0,0,0,0,0,0,0,0,0
NM_198696.2,0,0,0,0,0,0,0,0,0,0
NM_198697.2,0,0,0,0,0,0,0,0,0,0
NM_198698.1,0,0,0,0,0,0,0,0,0,0
NM_198699.1,0,0,0,0,0,0,0,0,0,0
NM_198700.1,0,0,0,0,0,0,0,0,0,0
NM_198704.1,0,0,0,0,0,0,0,0,2,0
NM_198705.1,0,0,0,1,0,0,0,0,0,0
NM_198706.1,0,0,0,0,0,0,0,0,0,0
NM_198707.1,0,0,0,0,0,0,0,0,0,0
NM_198708.1,0,0,0,1,1,1,1,5,3,4
NM_198709.1,0,0,0,0,0,0,0,0,0,0
NM_198712.2,0,0,0,0,0,0,0,0,0,0
NM_198713.1,0,0,0,0,0,0,0,0,0,0
NM_198714.1,0,0,0,0,0,0,0,0,0,0
NM_198715.2,1,2,0,2,0,0,5,0,2,1
NM_198716.1,0,0,0,0,0,0,0,0,0,0
NM_198717.1,0,0,0,0,0,0,0,0,0,0
NM_198718.1,0,0,0,0,0,0,0,0,0,0
NM_198719.1,0,0,0,0,0,0,0,0,0,0
NM_198721.1,0,0,0,0,0,0,1,0,0,0
NM_198722.1,1,1,2,0,1,0,0,1,0,1
NM_198723.1,1,3,3,5,1,0,3,10,8,7
NM_198793.2,8,5,25,18,6,6,21,32,23,25
NM_198794.1,3,10,15,7,2,1,5,7,11,12
NM_198795.1,1,4,2,1,0,0,1,0,0,0
NM_198798.1,0,0,0,0,0,0,0,0,0,0
NM_198799.2,0,0,0,0,0,0,0,0,0,0
NM_198827.2,1,0,0,0,0,0,4,0,0,1
NM_198828.2,1,1,0,0,0,0,0,0,0,0
NM_198829.1,14,18,67,55,32,3,20,42,37,49
NM_198830.1,0,0,1,0,1,0,0,0,0,0
NM_198833.1,1,0,1,1,0,0,0,0,2,0
NM_198834.1,0,0,0,0,0,0,0,0,0,0
NM_198836.1,2,12,12,8,3,4,12,16,9,4
NM_198837.1,0,0,0,0,0,0,0,0,0,0
NM_198838.1,0,0,0,0,0,0,1,0,0,0
NM_198839.1,0,4,0,0,0,0,2,0,1,0
NM_198841.2,0,1,9,5,6,0,0,3,1,4
NM_198843.1,1,7,0,0,0,0,5,0,1,4
NM_198844.2,0,0,1,0,0,0,0,0,0,0
NM_198845.2,0,0,0,0,0,0,0,0,0,0
NM_198846.2,0,0,0,0,0,0,0,0,0,0
NM_198847.1,0,0,0,0,0,0,0,0,0,0
NM_198849.2,0,2,0,0,0,1,4,1,0,0
NM_198850.2,0,1,0,2,0,0,1,0,0,0
NM_198853.1,0,0,0,0,0,0,0,0,0,0
NM_198855.1,0,0,0,0,0,0,0,0,0,0
NM_198856.1,0,0,0,0,0,0,0,0,0,0
NM_198859.2,2,4,1,3,1,3,8,10,9,9
NM_198867.1,0,1,5,3,2,0,1,4,0,0
NM_198868.2,1,0,0,0,0,0,0,1,1,0
NM_198880.1,2,4,11,11,5,1,4,9,5,8
NM_198881.1,0,0,0,0,0,0,0,0,0,0
NM_198883.2,0,1,7,7,5,0,0,1,1,4
NM_198887.1,7,7,7,5,3,3,7,3,1,1
