RefSeq,JOA1,JOA2,JOA3,JOA4,JOA5,JOB1,JOB2,JOB3,JOB4,JOB5
NM_000524.2,0,0,0,0,0,0,0,0,1,0
NM_000525.3,6,19,10,10,4,6,11,8,1,4
NM_000526.3,0,0,0,0,0,0,0,0,0,0
NM_000527.2,15,15,25,17,13,0,1,0,2,4
NM_000528.2,0,3,9,10,3,0,1,3,2,2
NM_000529.2,4,3,6,1,2,0,7,0,2,3
NM_000530.4,0,1,0,1,0,0,0,0,0,0
NM_000531.3,0,0,0,0,0,0,0,0,0,0
NM_000532.3,0,2,7,8,2,0,2,8,2,2
NM_000533.3,0,0,0,0,0,1,13,50,32,42
NM_000534.3,3,2,5,6,4,0,6,4,2,1
NM_000535.4,0,0,0,0,0,0,0,0,1,0
NM_000536.2,0,0,0,0,0,0,0,0,0,0
NM_000537.2,0,0,1,0,1,0,0,0,0,0
NM_000538.2,1,1,1,3,1,0,0,5,0,5
NM_000539.2,0,0,0,0,0,0,0,0,0,0
NM_000540.2,0,0,0,0,0,0,0,0,1,0
NM_000541.3,0,0,0,0,0,0,0,0,0,0
NM_000542.2,0,0,0,0,0,0,0,0,0,0
NM_000543.3,0,0,1,0,0,1,0,5,0,1
NM_000544.3,0,2,4,4,2,0,0,4,3,3
NM_000545.4,0,1,1,0,0,0,0,1,0,0
NM_000546.3,5,6,12,12,10,1,0,0,0,0
NM_000547.3,0,0,0,0,0,0,0,0,0,0
NM_000548.3,0,1,0,0,0,0,1,0,0,0
NM_000549.3,0,0,0,0,0,0,0,0,0,0
NM_000550.1,1,4,16,5,8,0,0,0,0,0
NM_000551.2,6,0,0,0,0,0,1,2,0,0
NM_000552.3,0,0,0,0,0,2,5,10,14,11
NM_000553.3,0,0,7,3,2,0,1,0,0,0
NM_000554.3,70,134,33,30,29,16,75,17,22,17
NM_000555.2,3,0,0,0,1,0,5,1,0,0
NM_000557.2,0,0,0,1,1,0,0,0,0,0
NM_000558.3,0,2,16,9,12,2,0,2,2,4
NM_000559.2,17,33,127,108,84,0,0,0,0,0
NM_000560.3,2,2,3,1,3,1,0,3,0,0
NM_000561.2,1,2,1,1,3,0,0,2,0,5
NM_000562.1,0,0,0,0,0,0,0,0,0,0
NM_000564.2,0,0,0,0,0,0,0,0,0,0
NM_000565.2,3,5,2,3,5,1,4,4,0,1
NM_000566.2,0,0,0,1,0,0,0,1,0,1
NM_000567.2,0,0,0,0,0,0,0,0,0,0
NM_000569.6,0,1,0,1,2,0,0,8,2,2
NM_000570.3,0,0,0,0,0,0,0,0,0,0
NM_000572.2,2,7,2,3,2,1,2,1,1,0
NM_000573.3,0,0,0,0,0,0,0,0,0,0
NM_000574.2,17,12,41,26,24,1,1,3,4,4
NM_000575.3,0,1,0,0,0,0,0,0,0,0
NM_000576.2,0,0,0,0,1,0,0,0,1,0
NM_000577.3,0,0,0,0,0,0,0,0,0,0
NM_000578.3,0,0,2,0,0,0,0,2,1,0
NM_000579.3,0,1,0,0,0,0,0,0,0,0
NM_000581.2,1,5,10,7,5,0,0,5,2,1
NM_000582.2,6,16,33,38,24,3,13,59,51,38
NM_000583.2,0,0,0,0,0,0,0,0,0,0
NM_000584.2,2,3,9,13,8,0,0,0,0,0
NM_000585.2,1,0,0,0,0,0,0,0,0,0
NM_000586.3,0,0,0,0,0,0,0,0,0,0
NM_000587.2,1,2,0,0,0,0,0,0,1,0
NM_000588.3,0,0,0,0,0,0,0,0,0,0
NM_000589.2,0,0,0,0,0,0,0,0,0,0
NM_000590.1,0,0,0,0,0,0,0,0,0,0
NM_000591.2,1,0,0,1,0,0,0,3,0,1
NM_000593.5,0,2,8,8,4,0,1,3,2,1
NM_000594.2,0,0,0,0,0,0,0,0,0,0
NM_000595.2,0,0,0,0,0,0,1,0,0,0
NM_000596.2,26,32,82,66,29,0,0,0,0,0
NM_000597.2,12,11,45,42,20,0,0,4,1,1
NM_000598.4,31,58,68,93,54,0,2,3,0,4
NM_000599.2,17,20,66,58,30,4,9,21,18,19
NM_000600.1,0,0,0,0,1,0,0,0,0,1
NM_000601.4,0,0,1,2,3,0,0,0,1,0
NM_000602.1,22,19,41,38,27,0,1,1,0,0
NM_000603.3,1,1,1,1,4,0,0,0,2,1
NM_000605.2,0,0,0,0,0,0,0,0,0,0
NM_000606.1,0,0,1,0,0,0,0,0,0,0
NM_000607.1,5,0,11,7,0,0,0,0,0,0
NM_000608.2,1,2,2,6,3,0,0,0,0,0
NM_000609.4,0,1,1,1,1,0,0,1,0,1
NM_000610.3,0,0,1,1,0,0,0,0,0,1
NM_000611.4,9,16,46,31,25,2,15,52,34,26
NM_000612.3,12,11,22,25,11,0,0,0,0,0
NM_000613.1,0,1,0,0,0,0,0,0,0,0
NM_000614.2,0,0,0,0,0,0,0,0,0,0
NM_000615.5,0,0,0,0,0,0,0,0,0,0
NM_000616.3,1,0,0,1,0,0,1,2,1,1
NM_000617.1,5,7,6,7,5,0,3,13,5,8
NM_000618.2,1,2,1,3,0,0,1,0,1,1
NM_000619.2,0,0,0,0,0,0,0,0,0,0
NM_000620.1,0,0,0,0,0,0,0,1,1,0
NM_000621.2,0,0,0,1,0,1,3,3,1,5
NM_000623.2,0,1,1,0,0,0,0,0,1,2
NM_000624.3,7,1,22,15,7,0,0,0,0,1
NM_000625.3,0,0,0,0,0,0,0,0,0,0
NM_000626.2,0,0,0,0,0,0,0,0,0,0
NM_000627.2,11,8,18,19,14,0,0,3,0,2
NM_000628.3,0,3,1,7,4,0,1,0,2,0
NM_000629.2,1,14,15,8,9,2,16,9,9,6
NM_000631.3,0,0,1,0,0,0,0,0,0,0
NM_000632.3,1,0,0,0,0,0,0,0,4,0
NM_000633.2,0,0,1,1,2,1,1,3,1,2
NM_000634.2,0,0,0,0,0,0,0,0,0,0
NM_000635.2,0,1,1,2,1,0,3,0,1,0
NM_000636.2,1,1,3,1,1,0,4,2,2,3
NM_000637.2,4,7,12,6,2,1,2,4,2,1
NM_000638.3,0,1,1,2,3,0,0,0,0,0
NM_000639.1,0,0,0,0,0,0,0,0,0,0
NM_000640.2,0,0,0,0,0,0,0,0,0,0
NM_000641.2,6,11,1,2,1,1,3,1,2,0
NM_000642.2,3,9,11,11,5,6,4,10,5,7
NM_000643.2,0,0,0,0,0,0,0,0,0,0
NM_000644.2,0,0,0,0,0,0,0,0,0,0
NM_000645.2,0,0,0,0,0,0,0,0,0,0
NM_000646.2,0,0,0,0,0,0,0,0,1,0
NM_000647.4,0,0,4,1,0,0,0,0,0,0
NM_000648.2,0,0,0,0,1,0,0,0,0,0
NM_000651.4,0,0,0,2,0,1,2,2,0,1
NM_000655.3,0,0,1,0,0,0,0,2,0,3
NM_000657.2,0,0,0,0,0,0,0,0,0,0
NM_000658.1,0,0,0,0,0,0,0,0,0,0
NM_000660.3,5,10,17,14,10,0,0,4,0,2
NM_000661.4,12,16,74,49,39,2,2,16,20,23
NM_000662.4,0,0,0,0,0,0,0,0,0,0
NM_000663.3,2,0,2,5,1,4,15,35,18,31
NM_000665.3,0,0,0,0,0,0,0,0,0,2
NM_000666.1,2,4,6,7,3,0,1,0,2,1
NM_000667.2,0,0,0,0,0,0,0,0,0,0
NM_000668.3,0,0,1,0,0,0,0,0,0,0
NM_000669.3,0,0,0,0,0,0,0,0,0,0
NM_000670.3,3,10,5,2,0,5,9,7,1,0
NM_000671.3,6,12,31,33,14,1,5,15,7,10
NM_000672.2,0,0,0,1,0,0,0,0,0,0
NM_000673.3,0,0,0,0,0,0,0,0,0,0
NM_000674.2,0,0,0,0,0,0,0,0,2,0
NM_000675.3,0,0,1,0,2,0,1,1,1,2
NM_000676.2,0,2,3,1,0,0,1,1,0,1
NM_000677.3,0,0,0,0,0,0,1,1,1,0
NM_000678.3,0,0,0,0,0,0,0,1,0,2
NM_000679.3,0,0,0,0,0,0,0,1,1,0
NM_000680.2,0,0,0,0,0,0,0,0,0,0
NM_000681.2,0,0,0,1,0,1,1,2,1,1
NM_000682.5,0,0,0,0,0,0,0,0,0,0
NM_000683.3,0,1,4,0,1,0,0,0,0,1
NM_000684.2,0,0,0,0,0,0,0,0,0,4
NM_000685.4,0,0,0,0,0,0,0,0,0,0
NM_000686.4,0,0,0,0,0,0,0,0,0,0
NM_000687.1,8,14,48,39,19,1,2,8,6,3
NM_000688.4,1,1,7,8,4,0,4,6,8,10
NM_000689.3,3,3,4,7,2,4,7,28,22,12
NM_000690.2,1,1,4,7,2,3,6,29,22,19
NM_000691.3,0,0,0,1,1,0,0,0,0,1
NM_000692.3,4,6,4,8,4,1,2,0,1,0
NM_000693.2,1,1,0,3,1,0,2,1,4,2
NM_000694.2,0,6,11,5,4,0,0,1,1,0
NM_000695.3,0,0,0,0,0,0,0,0,0,0
NM_000696.3,13,11,15,30,10,0,3,9,5,8
NM_000697.1,1,0,0,0,0,0,0,0,0,0
NM_000698.2,0,0,1,0,1,2,1,4,1,3
NM_000699.2,0,0,0,0,0,0,0,0,0,0
NM_000700.1,13,13,27,32,16,0,0,2,0,4
NM_000701.6,18,22,55,35,18,3,14,45,30,37
NM_000702.2,3,3,1,2,2,4,38,104,61,75
NM_000704.2,0,0,0,0,0,0,0,0,2,0
NM_000705.2,0,0,0,0,0,0,0,0,0,0
NM_000706.3,0,0,0,1,0,0,0,0,0,0
NM_000707.2,0,0,0,0,0,0,0,0,0,0
NM_000709.2,0,0,16,9,5,0,3,7,3,4
NM_000710.2,0,0,0,1,0,0,0,0,0,0
NM_000712.3,1,4,12,11,5,0,0,6,2,1
NM_000713.1,2,5,14,17,11,0,2,1,2,2
NM_000714.4,0,1,17,11,9,0,1,1,1,0
NM_000715.3,0,1,2,0,0,0,0,0,0,0
NM_000716.3,0,0,0,0,0,0,0,0,0,0
NM_000717.2,0,0,0,2,0,1,0,6,5,5
NM_000718.1,0,1,0,0,0,0,8,4,2,2
NM_000719.5,1,0,5,1,0,1,5,10,1,5
NM_000720.1,0,1,1,1,0,0,3,2,0,2
NM_000721.2,0,0,0,0,0,2,11,3,0,3
NM_000722.2,0,0,0,1,0,0,6,2,3,2
NM_000723.3,0,0,0,1,1,1,2,6,4,3
NM_000724.3,0,0,0,0,0,0,0,1,0,0
NM_000725.2,1,3,3,4,0,2,2,12,5,6
NM_000726.2,0,0,0,0,0,0,6,9,5,9
NM_000727.2,0,0,0,0,0,0,0,0,0,0
NM_000728.3,0,0,0,0,0,0,0,0,0,0
NM_000729.3,0,0,0,0,0,7,1,22,17,7
NM_000730.2,0,0,0,0,0,0,0,0,0,0
NM_000732.4,0,2,4,16,2,0,0,0,0,0
NM_000733.2,2,0,6,9,6,0,0,0,0,0
NM_000734.2,0,0,1,1,1,0,0,0,0,0
NM_000735.2,1,4,8,4,5,0,0,0,0,0
NM_000737.2,0,0,0,0,2,0,0,0,0,0
NM_000738.2,0,0,0,0,0,0,2,4,5,6
NM_000739.2,0,0,0,0,0,0,0,0,0,0
NM_000740.2,3,4,1,1,1,2,6,2,0,0
NM_000741.2,0,0,0,0,0,0,0,0,0,0
NM_000742.2,2,12,4,1,1,1,9,2,0,0
NM_000743.2,0,0,0,0,0,0,0,0,2,1
NM_000744.3,0,0,0,0,0,0,0,4,0,1
NM_000745.2,2,1,2,2,2,1,2,1,0,2
NM_000746.3,0,0,0,0,0,0,0,0,0,0
NM_000747.2,15,25,10,9,5,8,7,7,0,2
NM_000748.2,0,1,0,0,0,0,5,8,3,8
NM_000749.3,0,0,0,0,0,0,1,0,0,1
NM_000750.2,0,1,0,0,0,0,0,0,0,0
NM_000751.1,1,0,0,0,0,0,0,0,0,0
NM_000754.2,0,0,1,1,0,0,1,0,0,1
NM_000755.2,0,3,2,1,2,0,1,8,4,4
NM_000756.1,0,0,0,0,0,0,0,0,1,1
NM_000757.3,0,0,0,0,0,0,0,0,0,0
NM_000758.2,0,0,0,0,0,0,0,0,0,0
NM_000759.2,0,0,0,0,0,0,0,0,0,0
NM_000760.2,0,0,0,0,0,0,0,0,0,0
NM_000761.3,1,5,1,1,0,0,1,0,0,0
NM_000762.4,0,0,0,0,0,0,0,0,0,0
NM_000764.2,0,0,0,0,0,0,0,0,0,0
NM_000765.2,0,0,2,0,0,0,0,0,0,0
NM_000766.3,0,0,0,0,0,0,0,0,0,0
NM_000767.4,0,0,0,0,0,0,0,0,0,0
NM_000769.1,0,0,0,0,0,0,0,0,0,0
NM_000770.3,0,0,0,0,0,0,0,0,0,1
NM_000771.2,0,0,0,0,0,0,0,0,0,0
NM_000772.1,0,0,0,0,0,0,0,0,0,0
NM_000773.3,0,0,0,0,0,0,1,2,0,1
NM_000774.3,0,0,0,1,0,0,0,0,0,0
NM_000775.2,0,1,0,0,0,0,1,4,2,5
NM_000777.2,0,0,1,0,1,0,0,0,0,0
NM_000778.2,0,0,1,1,0,0,0,0,1,1
NM_000779.3,0,1,0,0,0,0,0,0,0,0
NM_000780.2,0,0,0,0,0,0,0,0,0,0
NM_000781.2,0,0,0,0,0,0,0,0,1,1
NM_000782.3,2,3,2,0,0,0,0,0,0,0
NM_000783.2,0,0,0,0,0,0,0,0,0,0
NM_000784.2,5,3,10,9,6,0,0,5,3,3
NM_000785.3,0,1,0,0,1,0,1,0,0,0
NM_000786.2,11,13,32,25,14,5,5,10,5,13
NM_000787.3,0,0,0,0,0,0,0,0,0,0
NM_000788.1,0,4,16,9,11,2,1,12,12,10
NM_000789.2,0,0,0,2,1,0,0,1,0,0
NM_000790.3,0,0,1,1,0,0,0,0,0,0
NM_000791.3,5,9,26,21,14,0,0,5,3,3
NM_000792.5,0,0,0,0,0,0,0,0,0,0
NM_000793.4,0,0,0,0,0,0,0,0,0,0
NM_000794.3,0,0,0,0,0,0,0,1,2,1
NM_000795.2,0,0,0,0,0,0,0,0,0,0
NM_000796.3,0,0,0,0,0,0,0,0,0,0
NM_000797.2,0,0,0,0,0,1,0,0,0,0
NM_000798.3,0,0,0,0,0,0,0,2,1,1
NM_000799.2,0,0,5,1,2,0,0,0,0,0
NM_000800.2,0,0,0,0,0,1,0,3,0,0
NM_000801.2,9,14,39,45,23,1,4,27,20,20
NM_000802.2,0,0,0,0,0,0,0,0,0,0
NM_000803.3,0,0,0,0,0,0,0,0,0,0
NM_000804.2,0,0,0,0,0,0,0,0,0,0
NM_000805.3,0,0,0,0,0,0,0,0,0,0
NM_000806.3,0,0,0,0,0,7,29,48,39,31
NM_000807.1,5,6,3,1,3,7,8,9,10,6
NM_000808.2,0,0,0,2,0,0,4,0,1,0
NM_000809.2,0,0,0,0,0,9,9,10,7,13
NM_000810.2,0,0,1,0,0,0,2,7,4,4
NM_000811.1,0,0,0,0,0,1,5,13,6,9
NM_000812.2,0,0,0,0,0,0,1,2,0,3
NM_000813.2,1,0,0,0,0,14,26,81,64,59
NM_000814.4,0,2,1,0,1,6,8,29,13,17
NM_000815.2,0,0,0,0,0,0,6,27,18,20
NM_000816.2,0,0,0,0,0,1,13,20,3,12
NM_000817.2,0,2,1,2,0,0,8,22,16,21
NM_000818.1,0,0,0,0,0,0,4,3,6,4
NM_000819.3,5,11,18,20,5,1,0,0,1,2
NM_000820.1,1,13,11,5,5,1,1,7,4,4
NM_000821.3,5,6,7,11,14,3,12,6,0,7
NM_000823.2,0,0,0,0,0,0,0,0,0,0
NM_000824.2,0,1,1,1,0,1,5,16,17,15
NM_000825.3,0,0,0,2,1,0,0,0,0,2
NM_000826.3,0,0,0,0,0,0,0,0,0,0
NM_000827.2,1,0,0,0,0,3,4,7,5,3
NM_000828.3,0,0,0,0,0,3,10,17,18,14
NM_000829.2,1,2,0,1,2,0,4,18,15,7
NM_000830.3,0,0,0,0,0,0,0,0,0,0
NM_000831.2,0,0,1,0,0,0,3,0,0,0
NM_000832.5,0,0,0,0,0,0,2,4,1,0
NM_000833.2,0,1,0,1,0,3,19,4,2,1
NM_000834.2,0,0,0,0,0,1,5,0,0,1
NM_000835.3,1,0,0,0,0,3,4,15,2,4
NM_000836.2,4,0,2,0,1,0,2,0,2,0
NM_000837.1,5,5,20,19,10,3,15,37,33,31
NM_000838.2,0,0,0,1,0,4,6,8,5,9
NM_000839.2,0,0,0,0,0,0,0,2,2,3
NM_000840.2,0,0,0,0,1,0,5,14,8,17
NM_000841.1,0,0,1,0,0,2,14,22,20,16
NM_000842.1,0,0,0,0,0,0,2,3,0,2
NM_000843.3,17,21,6,6,4,3,4,6,2,2
NM_000844.2,0,0,0,0,0,0,4,4,1,1
NM_000845.1,0,0,0,0,0,1,0,1,2,0
NM_000846.3,0,0,1,0,0,0,0,0,0,0
NM_000847.3,0,0,0,0,0,0,0,0,0,0
NM_000848.2,0,1,2,2,2,0,1,7,1,2
NM_000849.3,23,31,12,17,13,6,17,18,11,14
NM_000850.3,1,0,0,3,2,0,0,4,1,3
NM_000851.2,0,0,0,0,0,0,0,7,2,0
NM_000852.2,9,12,53,56,31,2,2,14,12,8
NM_000853.1,0,0,1,2,1,0,0,5,2,3
NM_000854.3,0,0,1,0,1,0,0,1,0,0
NM_000855.1,0,0,0,0,0,0,1,0,0,0
NM_000856.3,0,0,0,0,0,1,2,3,2,0
NM_000857.1,0,1,1,0,1,2,9,21,10,22
NM_000858.4,6,9,29,17,18,0,11,30,19,27
NM_000859.1,5,6,22,26,11,1,4,15,10,11
NM_000860.3,0,0,3,3,2,0,0,1,0,0
NM_000861.3,0,0,0,0,0,0,0,0,0,0
NM_000862.2,0,1,4,0,0,0,0,0,0,0
NM_000863.1,0,0,0,0,0,0,0,0,0,0
NM_000864.3,0,0,0,1,2,1,0,0,0,0
NM_000865.1,0,0,0,0,0,0,0,2,0,0
NM_000866.3,0,0,0,0,0,0,3,0,1,0
NM_000867.3,0,1,0,0,0,0,0,0,0,0
NM_000868.1,0,0,0,0,0,0,0,1,1,1
NM_000869.2,0,1,1,0,0,0,0,0,0,0
NM_000870.4,0,0,0,0,0,0,0,0,0,0
NM_000871.1,0,0,0,0,0,0,0,0,0,0
NM_000872.3,0,0,0,0,1,0,0,1,0,1
NM_000873.3,0,0,0,1,0,0,0,0,0,0
NM_000874.3,0,0,0,1,0,0,0,0,0,0
NM_000875.3,10,17,25,14,11,11,11,10,5,5
NM_000876.2,15,17,30,23,11,2,3,7,7,8
NM_000877.2,2,2,3,3,1,1,0,0,2,0
NM_000878.2,0,0,0,0,0,0,0,0,0,0
NM_000879.2,0,0,0,0,0,0,0,0,0,0
NM_000880.2,0,0,0,0,0,0,0,0,1,0
NM_000882.2,0,0,0,1,0,0,0,0,0,0
NM_000883.2,2,2,11,10,7,0,0,5,0,2
NM_000884.2,10,20,49,41,15,0,4,10,3,7
NM_000885.4,2,8,26,10,9,0,1,3,3,1
NM_000887.3,4,1,1,3,3,0,6,2,1,2
NM_000888.3,0,0,0,1,0,0,0,0,0,0
NM_000889.1,16,46,106,100,65,0,0,0,0,0
NM_000890.3,3,3,3,0,2,2,2,2,1,2
NM_000891.2,0,0,0,0,0,1,0,0,2,1
NM_000892.3,0,0,0,0,0,0,0,0,1,0
NM_000893.2,1,0,0,0,0,0,0,0,0,1
NM_000894.2,0,0,0,0,0,0,0,0,0,0
NM_000895.1,3,2,15,16,14,0,0,8,6,3
NM_000896.2,0,0,0,2,0,0,0,0,0,0
NM_000898.3,0,1,1,2,0,0,2,16,9,11
NM_000899.3,2,2,5,3,2,0,6,9,3,4
NM_000900.2,0,0,1,7,2,0,0,1,1,1
NM_000901.2,0,0,0,0,0,0,2,8,6,5
NM_000902.3,0,0,8,5,4,0,1,0,2,0
NM_000903.2,12,18,36,37,32,1,3,3,3,1
NM_000904.2,0,2,11,7,2,1,2,4,1,1
NM_000905.2,0,0,0,0,0,0,0,1,3,1
NM_000906.2,2,1,1,1,1,0,0,1,1,0
NM_000908.2,0,0,2,3,0,0,0,0,0,0
NM_000909.4,0,0,1,1,0,0,0,0,0,2
NM_000910.2,0,0,0,0,0,0,0,1,1,1
NM_000911.3,0,0,0,0,0,0,0,0,0,0
NM_000912.3,0,1,1,2,0,0,0,1,0,0
NM_000913.3,0,1,3,0,0,0,1,3,0,3
NM_000914.2,0,0,0,0,0,1,0,0,0,0
NM_000915.2,0,0,0,0,0,0,0,0,0,0
NM_000916.3,0,1,3,2,0,0,0,2,2,1
NM_000917.2,9,17,38,35,18,0,1,4,4,6
NM_000918.3,23,53,160,109,77,0,6,13,11,12
NM_000919.2,5,4,31,19,14,1,2,13,10,22
NM_000920.3,0,2,12,7,3,1,16,15,5,12
NM_000921.3,0,3,6,3,3,0,2,0,0,0
NM_000922.2,0,5,4,9,2,2,0,4,2,5
NM_000923.3,10,8,8,6,1,6,8,5,2,5
NM_000924.2,0,0,0,0,0,0,3,8,2,7
NM_000925.1,4,3,23,10,7,0,0,17,13,5
NM_000926.3,0,0,0,0,1,0,0,0,0,0
NM_000927.3,0,0,3,0,0,1,0,4,0,6
NM_000928.2,0,0,0,0,0,0,0,0,0,0
NM_000929.2,0,0,0,0,0,0,0,0,0,1
NM_000930.3,0,0,2,0,1,0,0,0,0,0
NM_000932.1,2,5,6,8,1,0,0,2,1,0
NM_000933.2,0,0,0,0,0,1,1,2,0,1
NM_000934.3,1,1,11,14,7,0,0,0,0,1
NM_000935.2,13,14,40,37,20,0,0,5,2,1
NM_000936.2,0,1,0,0,0,0,0,0,0,0
NM_000937.2,9,15,21,31,18,5,10,24,10,13
NM_000938.1,6,14,33,17,15,0,7,22,9,13
NM_000939.2,0,0,0,0,0,0,0,0,0,0
NM_000940.2,0,0,0,2,0,0,1,0,0,0
NM_000941.2,3,8,15,12,9,0,2,5,6,3
NM_000942.4,5,13,59,38,25,1,0,12,3,5
NM_000943.4,0,4,14,6,4,0,1,0,0,1
NM_000944.3,1,5,7,7,3,10,34,100,69,53
NM_000945.3,3,3,5,5,4,10,21,54,30,31
NM_000946.2,1,2,5,8,3,0,0,0,0,1
NM_000947.2,1,3,2,2,1,1,0,1,0,0
NM_000948.3,0,0,0,0,0,0,0,0,0,0
NM_000949.2,0,0,0,1,0,0,0,0,0,0
NM_000950.1,0,0,3,2,2,2,2,7,3,4
NM_000951.1,0,0,0,0,0,0,0,0,0,0
NM_000952.3,1,0,1,2,1,0,0,0,0,0
NM_000953.2,0,0,0,0,0,0,0,0,0,0
NM_000954.5,0,0,0,1,1,8,33,138,73,81
NM_000955.2,0,0,0,1,0,0,0,0,0,0
NM_000956.2,0,0,1,1,1,0,0,0,0,0
NM_000957.2,0,0,0,0,0,0,0,0,0,0
NM_000958.2,0,1,0,0,0,0,0,0,0,0
NM_000959.3,0,0,0,0,0,0,0,0,0,0
NM_000960.3,0,0,0,0,0,0,0,1,0,0
NM_000961.3,4,6,0,2,2,0,0,1,1,0
NM_000962.2,1,1,4,3,0,0,0,0,0,1
NM_000963.1,1,3,7,3,3,0,1,2,5,1
NM_000964.2,0,3,2,12,1,0,0,5,1,2
NM_000965.2,0,0,1,2,0,0,0,4,1,1
NM_000966.4,0,0,1,0,0,0,0,0,0,0
NM_000967.3,53,75,354,262,180,3,16,121,69,78
NM_000968.2,65,135,426,430,202,4,19,102,51,78
NM_000969.3,49,58,282,215,155,4,10,48,48,54
NM_000970.3,7,14,31,29,24,0,1,11,4,8
NM_000971.3,55,42,126,124,71,2,14,31,22,29
NM_000972.2,36,74,229,228,161,1,10,44,25,38
NM_000973.3,9,18,37,27,26,1,1,12,3,2
NM_000975.2,19,42,180,151,89,1,7,38,17,8
NM_000976.2,26,39,225,202,126,1,3,27,18,17
NM_000977.2,47,70,291,339,173,7,20,78,51,63
NM_000978.3,38,88,345,370,253,2,11,54,33,40
NM_000979.2,18,30,123,118,73,3,5,45,22,32
NM_000980.2,25,52,179,67,37,1,6,26,17,16
NM_000981.3,14,53,126,161,91,3,3,35,21,15
NM_000982.3,0,0,1,0,0,0,0,0,0,0
NM_000983.3,10,31,100,132,66,3,11,48,29,28
NM_000984.5,14,18,81,86,35,1,2,21,10,10
NM_000985.3,4,2,7,7,1,0,0,2,1,2
NM_000986.3,34,45,169,174,110,0,12,50,24,40
NM_000987.3,48,41,189,210,99,2,7,34,26,26
NM_000988.3,38,58,269,249,154,1,5,37,23,31
NM_000989.2,34,72,176,159,97,4,7,24,24,20
NM_000990.3,40,67,241,238,147,2,10,34,22,17
NM_000991.3,52,76,249,230,145,3,13,43,27,32
NM_000992.2,15,40,147,116,90,2,6,14,12,17
NM_000993.4,62,115,334,330,213,3,14,81,53,46
NM_000994.3,11,26,99,87,42,2,2,10,6,9
NM_000995.3,15,23,62,60,26,2,4,15,8,13
NM_000996.2,24,46,159,166,82,5,5,34,23,29
NM_000997.4,69,105,329,379,221,6,13,50,44,57
NM_000998.4,43,103,295,254,163,4,19,96,77,91
NM_000999.3,6,22,50,49,24,0,2,26,12,19
NM_001000.2,38,45,187,184,108,1,5,14,17,11
NM_001001.3,6,9,31,31,22,0,5,10,7,16
NM_001001132.1,2,2,4,3,4,0,0,0,1,2
NM_001001290.1,0,1,1,1,0,0,0,0,0,0
NM_001001317.1,0,0,0,0,0,0,0,0,0,0
NM_001001323.1,0,0,0,0,0,0,2,5,1,3
NM_001001325.1,0,0,0,0,0,0,0,0,0,0
NM_001001329.1,13,10,40,42,18,4,8,12,7,14
NM_001001330.1,1,2,0,7,3,0,6,2,2,1
NM_001001331.1,0,0,0,0,0,10,37,46,43,37
NM_001001342.1,0,0,0,0,0,0,0,0,1,0
NM_001001343.2,0,0,0,0,0,0,0,0,3,0
NM_001001344.1,0,0,0,0,0,1,8,9,10,11
NM_001001346.2,0,0,0,0,0,1,0,0,0,0
NM_001001349.1,0,0,0,0,0,0,0,0,0,2
NM_001001389.1,0,0,1,1,1,0,0,0,0,0
NM_001001390.1,6,0,2,2,0,0,0,0,0,0
NM_001001391.1,20,45,77,53,35,0,6,9,5,9
NM_001001392.1,0,0,0,0,0,0,0,0,0,0
NM_001001394.2,0,0,0,0,0,0,0,0,0,0
NM_001001395.1,0,0,0,0,0,0,0,2,1,0
NM_001001396.1,15,13,18,22,14,4,18,21,21,21
NM_001001410.2,4,2,8,9,7,0,2,5,1,0
NM_001001411.2,0,0,0,0,0,1,0,0,0,0
NM_001001412.1,0,0,0,0,0,0,2,2,0,0
NM_001001414.1,0,1,0,0,1,0,0,0,0,0
NM_001001415.2,2,5,1,3,0,0,0,3,1,1
NM_001001417.5,0,0,0,0,0,0,0,0,0,0
NM_001001418.3,0,1,0,0,0,0,0,0,0,0
NM_001001419.1,0,0,0,0,0,0,0,0,0,0
NM_001001420.1,0,1,0,0,0,1,0,0,1,0
NM_001001430.1,0,0,0,0,0,0,0,0,0,0
NM_001001431.1,0,0,0,0,0,0,0,0,0,0
NM_001001432.1,0,0,0,0,0,0,0,0,0,0
NM_001001433.1,13,21,39,21,18,5,8,12,16,13
NM_001001435.2,0,0,0,0,0,0,0,0,0,0
NM_001001436.2,0,2,1,7,4,0,1,0,1,1
NM_001001437.3,0,0,0,0,0,0,0,0,0,0
NM_001001438.1,0,0,0,1,1,0,0,0,0,0
NM_001001479.2,2,2,1,2,0,0,0,2,1,2
NM_001001480.2,0,0,0,0,0,0,0,0,0,0
NM_001001481.1,0,0,0,0,0,0,0,0,1,0
NM_001001483.1,0,0,6,1,1,2,1,0,1,3
NM_001001484.1,0,0,0,0,0,0,0,0,0,1
NM_001001485.1,2,7,12,10,5,2,8,12,10,11
NM_001001486.1,0,0,0,0,0,0,0,1,2,1
NM_001001487.1,0,0,0,1,0,0,0,0,0,0
NM_001001502.1,1,0,0,0,0,5,17,43,33,28
NM_001001503.1,1,1,3,1,4,0,0,1,2,0
NM_001001520.1,1,4,8,6,5,1,0,8,6,8
NM_001001521.1,3,0,0,0,1,0,3,1,1,1
NM_001001522.1,0,0,0,0,0,0,0,0,0,0
NM_001001523.1,0,0,0,1,1,1,1,0,0,1
NM_001001524.2,0,0,0,0,0,0,0,0,0,0
